"row_id","vt_surname","vt_name","name_raw","district","match_score","match_quality","census_id"
866,"SCHUTTE","STEPHANUS PHILIPPUS","Schutte, Stephanus Philippus","Uitenhage",0.676,"Manual",9339
874,"SMIT","GERRIT WILLEM","Smit, Gert Willem","Clanwilliam",0.782,"Manual",1069
878,"SMIT","WILLEM JACOBUS","Smit, Willem Jacobus","Beaufort",0.638,"Manual",241
883,"SMIT","CHRISTIAAN HENDRIK STEPHANUS SR.","Smit, Christiaan Hendrik S.","Graaff-Reinet",0.53,"Manual",5111
888,"SNYDERS","PETRUS JACOBUS","Snyders, Petrus Jacobus","Beaufort",0.422,"Manual",635
903,"STEENKAMP","WILLEM","Steenkamp, Willem Johannes Paulus","Clanwilliam",0.52,"Manual",1131
905,"STEENKAMP","BAREND WILLEM JACOBUS","Steenkamp, Barend Willem","Cradock",0.556,"Manual",1838
907,"STEENKAMP","PHILIPPUS LOURENS","Steenkamp, Philip Laurens","Cradock",0.7,"Manual",1972
910,"STEYN","JOHANNES CHRISTOFFEL (HANS)","Steyn, Johannes Christiaan","Swellendam",0.588,"Manual",7339
911,"STEYN","PETRUS PAULUS","Steyn, Pieter Paulus Sr.","Swellendam",0.386,"Manual",7376
912,"STEYN","HERMANUS (P.SEUN)","Steyn, Hermanus","Swellendam",0.62,"Manual",7334
919,"STEYN","HERMANUS (M. SEUN)","Steyn, Hermanus","Beaufort",0.778,"Manual",400
933,"STRYDOM","DANIEL JACOBUS JOHANNES (JACOBUS)","Strydom, Daniel Jacobus","Beaufort",0.54,"Manual",693
940,"STRYDOM","JOHANNES PETRUS (HANS)","Strydom, Johannes","Graaff-Reinet",0.252,"Manual",4234
944,"STRYDOM","BAREND HENDRIK JOSEPHUS","Strydom, Hendrik Barend Josephus","Graaff-Reinet",0.65,"Manual",4149
949,"SWANEPOEL","ABRAHAM CHRISTOFFEL JOHANNES","Swanepoel, Abraham Christoffel","Beaufort",0.604,"Manual",624
965,"UYS","CORNELIS JANSE","Uys, Cornelis Johannes","Uitenhage",0.79,"Manual",9233
968,"UYS","JOHANNES GERHARDUS","Uys, Johannes Gerhardus Sr.","Swellendam",0.676,"Manual",8321
989,"VAN DER HEEVER","LUCAS ADRIAAN JACOBUS","v. d. Heever, Lucas Adriaan","Graaff-Reinet",0.58,"Manual",4188
990,"VAN DER LINDE","JOHANNES HENDRIK GERHARDUS","v. d. Linde, Jan Hendrik Gerhardus","Graaff-Reinet",0.272,"Manual",4522
994,"VAN DER MERWE","SCHALK WILLEM","v. d. Merwe, Schalk Willem","Graaff-Reinet",0.522,"Manual",4307
996,"VAN DER MERWE","DAVID SCHALK","v. d. Merwe, David Schalk","Graaff-Reinet",0.786,"Manual",4743
997,"VAN DER MERWE","BAREND","v. d. Merwe, Barend Jacobus","Graaff-Reinet",0.68,"Manual",5002
998,"VAN DER MERWE","WILLEM CAREL","v. d. Merwe, Willem Carel","Graaff-Reinet",0.27,"Manual",5147
999,"VAN DER MERWE","THEUNIS JACOBUS","van der Merwe, Theunis","Cradock",0.556,"Manual",1748
1002,"VAN DER MERWE","JACOBUS JOHANNES RUDOLPH","v. d. Merwe, Johannes Jacobus","Graaff-Reinet",0.636,"Manual",4787
1005,"VAN DER MERWE","DAVID SCHALK","v. d. Merwe, David Schalk","Graaff-Reinet",0.786,"Manual",4743
1013,"VAN DER MERWE","JACOBUS FRANCOIS","v. d. Merwe, Jacob Fredrik","Graaff-Reinet",0.416,"Manual",4950
1015,"VAN DER MERWE","WILLEM CAREL","v. d. Merwe, Willem Carel","Graaff-Reinet",0.346,"Manual",5147
1016,"VAN DER MERWE","DAVID SCHALK","van der Merwe, David Schalk","Cradock",0.786,"Manual",1566
1024,"VAN DER WESTHUIZEN","JACOB SR.","Van der Westhuizen, Jacobus Andries","Beaufort",0.758,"Manual",674
1029,"VAN DEVENTER","GERRIT ALBERTUS","van Deventer, Gert","Cradock",0.634,"Manual",1514
1034,"VAN DEVENTER","GIDEON GERHARDUS","Van Deventer, Gideon","Swellendam",0.774,"Manual",7744
1038,"VAN DYK","FRANS JOHANNES SR.","Van Dyk, Frans","Albany",0.502,"Manual",102
1049,"VAN JAARSVELD","ADRIAAN JOHANNES FREDERIK GUSTAAF","v. Jaarsveld, Johannes","Graaff-Reinet",0.148,"Manual",4353
1052,"VAN LOGGERENBERG","HENDRIK JOSEPH","Van Loggerenberg, Hendrik Josephus","Uitenhage",0.74,"Manual",9242
1081,"VAN ROOYEN","CORNELIS","Van Rooyen, Cornelis Johannes","Uitenhage",0.608,"Manual",9176
1101,"VAN STADEN","PETRUS JOHANNES SR.","Van Staden, Petrus Johannes","Uitenhage",0.528,"Manual",9341
1112,"VAN STADEN","MARTHINUS PETRUS","Van Staden, Marthinus","Uitenhage",0.442,"Manual",9552
1113,"VAN STADEN","MARTHINUS JACOBUS","Van Staden, Marthinus","Uitenhage",0.524,"Manual",9552
1115,"VAN STADEN","MARTHINUS JOHANNES","Van Staden, Marthinus","Uitenhage",0.524,"Manual",9552
1116,"VAN STRATEN","JACOB ABRAHAM","Van Straten, Jacobus","Graaff-Reinet",0.438,"Manual",4356
1137,"VAN WYK","ADRIAAN PIETER","Van Wyk, Adriaan Pieter","Graaff-Reinet",0.748,"Manual",5162
1140,"VAN WYK","ROELOF DANIEL SR.","Van Wyk, Roelof Daniel","Swellendam",0.652,"Manual",8228
1142,"VAN WYK","GERRIT MATTHYS","Van Wyk, Gerrit","Clanwilliam",0.468,"Manual",966
1145,"VAN ZYL","CORNELIS JOHANNES","v. Zyl, Cornelis Johannes","Graaff-Reinet",0.41,"Manual",4659
1146,"VAN ZYL","WILLEM JACOBUS","Van Zyl, Willem","Clanwilliam",0.312,"Manual",1015
1150,"VENTER","BERNHARDUS (BARNARD) GERHARDUS","Venter, Barnard","Graaff-Reinet",0.116,"Manual",4220
1151,"VENTER","JACOBUS DANIEL SR.","Venter, Jacobus Daniel","Beaufort",0.792,"Manual",743
1152,"VENTER","JAN LOUIS","Venter, Jan Louis","Beaufort",0.482,"Manual",737
1153,"VENTER","JAN ADRIAAN","Venter, Jan Adriaan","Graaff-Reinet",0.612,"Manual",4520
1158,"VENTER","JAN ADRIAAN SR.","Venter, Jan Adriaan","Graaff-Reinet",0.324,"Manual",4632
1159,"VENTER","PAULUS STEPHANUS SR.","Venter, Paul Stephanus","Graaff-Reinet",0.638,"Manual",4808
1174,"VERMAAS","HENDRIK CORNELIS WHILHELMUS","Vermaas, Hendrik","Swellendam",0.402,"Manual",7358
1175,"VERMEULEN","SAREL (CAREL) JOHANNES","Vermeulen, Carel Johannes","Graaff-Reinet",0.616,"Manual",5284
1187,"VILJOEN","JAN","Viljoen, Jan","Graaff-Reinet",0.776,"Manual",5310
1192,"VILJOEN","CHRISTOFFEL SR.","Viljoen, Christoffel","Graaff-Reinet",0.398,"Manual",4292
1195,"VILJOEN","CAREL MARTHINUS","Viljoen, Carel Marthinus","Uitenhage",0.672,"Manual",9603
1207,"VOSLOO","GERRIT","Vosloo, Gert","Cradock",0.674,"Manual",1695
1215,"WESSELS","WESSEL JACOBUS","Wessels, Wessel","Swellendam",0.466,"Manual",8510
1217,"WILKEN","JOHANNES ADAM","Wilken, Johan Adam","Uitenhage",0.474,"Manual",9453
