ID,Journal,Year,Vol,No,Paper_ID,Title,TitleCaps,Divergence,Depression,Comments,Google14,Google15,Google16,Google17,Google18,Google19,Google20,Google21,Google22,Google23,Google24,Google25,Google26,WebScience15,Pagestart,Pageend,Characters,Continent1,No of authors,Author1,Author1 university,Author1 country,Author2,Author2 university,Author2 country,Author3,Author3 university,Author3 country,Author4,Author4 university,Author4 country,Author5,Author5 university,Author5 country,Author 6,Author6 University,Author 6 Country,Author 7,Author7 University,Author 7 Country,Author 8,Author8 University,Author 8 Country,Author 9,Author 9 University,Author 9 Country,Author 10,Author 10 University,Author 10 Country,Author 11,Author 11 University,Author 11 Country,ID_original,duplicate_entry
3047,EHDR,2021,36,2,6,The fuel of unparalleled recovery: Monetary policy in South Africa between 1925 and 1936,,,,,,,,,,,,,1,2,3,7,9,,213,244,88,Africa,2,Christie Swanepoel,University of the Western Cape,South Africa,Philip T. Fliers,Queen's University Belfast,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,3055,FALSE
3048,EHDR,2021,36,2,7,One hundred years of private shareholding in the South African Reserve Bank,,,,,,,,,,,,,0,1,1,11,11,,245,263,75,Africa,1,Cobus Vermeulen,University of South Africa,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3056,FALSE
3049,EHDR,2021,36,2,8,A tale of paper and gold: The material history of money in South Africa,,,,,,,,,,,,,0,2,3,4,5,,264,281,71,Africa,3,Ellen Feingold,Smithsonian Institution,USA,Johan Fourie,University of Stellenbosch,South Africa,Leigh Gardner,University of Stellenbosch,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,3057,FALSE
3050,EHDR,2021,36,2,9,The evolution of central bank communication as experienced by the South Africa Reserve Bank,,,,,,,,,,,,,2,4,3,6,11,,282,312,91,Africa,5,Gideon du Rand,University of Stellenbosch,South Africa,Ruan Erasmus,University of Stellenbosch,South Africa,Hylton Hollander,University of Stellenbosch,South Africa,Monique Reid,University of Stellenbosch,South Africa,Dawie van Lill,University of Stellenbosch,South Africa,,,,,,,,,,,,,,,,,,,3058,FALSE
3051,EHDR,2021,36,2,10,The South African small banks’ crisis of 2002/3,,,,,,,,,,,,,1,1,2,10,14,,313,338,47,Africa,1,Roy Havemann,University of Stellenbosch,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3059,FALSE
3052,EHDR,2021,36,2,11,South Africa’s 2003–2013 credit boom and bust: Lessons for macroprudential policy,,,,,,,,,,,,,1,3,5,17,21,,339,365,81,Africa,2,Hylton Hollander,University of Stellenbosch,South Africa,Roy Havemann,University of Stellenbosch,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,3060,FALSE
3053,EHDR,2021,36,3,1,Inequality of education in colonial Ghana: European influences and African responses,,,,,,,,,,,,,0,8,13,35,50,,367,391,84,Africa,1,Prince Young Aboagye,Lund University,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3061,FALSE
3054,EHDR,2021,36,3,2,The Portuguese escudo area in Africa and its lessons for monetary unions,,,,,,,,,,,,,0,1,3,4,5,,392,421,72,Africa,3,Maria Eugénia Mata,Universidade Nova de Lisboa,Portugal,Luís Catela Nunes,Universidade Nova de Lisboa,Portugal,Mário Roldão,European Central Bank,Germany,,,,,,,,,,,,,,,,,,,,,,,,,3062,FALSE
3055,EHDR,2021,36,3,3,Why we shouldn’t measure women’s labour force participation in pre-industrial countries,,,,,,,,,,,,,0,2,7,15,18,,422,427,87,Europe,1,Joyce Burnette,Wabash College,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3063,FALSE
3056,EHDR,2021,36,3,4,"Gender equality, growth, and how a technological trap destroyed female work",,,,,,,,,,,,,1,1,4,8,12,,428,438,75,Europe,2,Jane Humphries,London School of Economics,UK,Benjamin Schneider,Merton College,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,3064,FALSE
3057,EHDR,2021,36,3,5,Gender and settler labour markets: The marriage bar in colonial Zimbabwe,,,,,,,,,,,,,0,2,3,4,4,,439,444,72,Africa,1,Ushehwedu Kufakurinani,University of Johannesburg,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3065,FALSE
3058,EHDR,2021,36,3,6,Restating the case for women’s history in South Africa,,,,,,,,,,,,,0,0,0,0,1,,445,450,54,Africa,1,Amy Rommelspacher,University of Stellenbosch,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3066,FALSE
3059,EHDR,2021,36,3,7,"New perspectives and sources of the history of banking in Latin America and Spain, nineteenth to twentieth centuries",,,,,,,,,,,,,0,0,1,1,1,,451,463,116,Europe/South America,2,Carlos Marichal,El Colegio de México,Mexico,Guillermo Barragán,El Colegio de México,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,3067,FALSE
3060,JEH,2022,75,1,1,The private mint in economics: evidence from the American gold rushes,,,,,,,,,,,,,,4,8,9,10,,3,21,69,North America,1,Lawrence White,George Mason University.,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3068,FALSE
3061,JEH,2022,75,1,2,"After the great inventions: technological change in UK cotton spinning, 1780–1835",,,,,,,,,,,,,,4,11,15,17,,22,55,81,Europe,4,Peter Maw,University of Leeds,UK,Peter Solar,Université Saint-Louis,Belgium,Aiden Kane,National University of Ireland Galway,Ireland,John Lyons,Miami University,USA,,,,,,,,,,,,,,,,,,,,,,3069,FALSE
3062,JEH,2022,75,1,3,Making the municipal capital market in nineteenth-century England,,,,,,,,,,,,,,4,7,10,12,,56,79,65,Europe,1,Ian Webster,Queen's University,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3070,FALSE
3063,JEH,2022,75,1,4,How hungry were the poor in late 1930s Britain?,,,,,,,,,,,,,,3,8,15,20,,80,110,47,Europe,4,Ian Gazeley,London School of Economics,UK,Andrew Newell,University of Sussex,UK,Kevin Reynolds,University of Brighton,UK,Hector Rufrancos,University of Stirling,UK,,,,,,,,,,,,,,,,,,,,,,3071,FALSE
3064,JEH,2022,75,1,5,Rethinking age heaping: a cautionary tale from nineteenth-century Italy,,,,,,,,,,,,,,24,0,0,0,,111,137,71,Europe,3,Brian A'Hearn,University of Oxford,UK,Alexi Delfino,Bocconi University,Italy,Alessandro Nuvolari,Sant’Anna School of Advanced Studies,Italy,,,,,,,,,,,,,,,,,,,,,,,,,3072,FALSE
3065,JEH,2022,75,1,6,Perception of plague in eighteenth century Europe,,,,,,,,,,,,,,13,15,21,25,,138,156,49,Europe,1,Paul Slack,Linacre College,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3073,FALSE
3066,JEH,2022,75,1,7,"Mercantilist inequality: wealth and poverty in Stockholm, 1650–1750",,,,,,,,,,,,,,3,5,10,14,,157,180,67,Europe,3,Erik Bengtsson,Lund University,Sweden,Mats Olsson,Lund University,Sweden,Patrick Svensson,Lund University,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,3074,FALSE
3067,JEH,2022,75,1,8,"Revising growth history: new estimates of GDP for Norway, 1816–2019",,,,,,,,,,,,,,12,18,27,35,,181,202,67,Europe,1,Ola H Grytten,Norwegian School of Economics,Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3075,FALSE
3068,JEH,2022,75,1,9,Workplace accidents and workers’ solidarity: mutual health insurance in early twentieth-century Sweden,,,,,,,,,,,,,,5,7,11,16,,203,234,102,Europe,3,Lars Fredrik Andersson,Umeå University,Sweden,Liselotte Eriksson,Umeå University,Sweden,Paul Nystedt,Jönköping University,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,3076,FALSE
3069,JEH,2022,75,2,1,"Inequality in early life: Social class differences in childhood mortality in southern Sweden, 1815–1967",,,,,,,,,,,,,,5,12,26,30,,475,502,103,Europe,2,Martin Dribe,Lund University,Sweden,Omar Karlsson,Lund University,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,3077,FALSE
3070,JEH,2022,75,2,2,Income inequality and famine mortality: Evidence from the Finnish famine of the 1860s,,,,,,,,,,,,,,3,6,9,10,,503,529,85,Europe,1,Miikka Voutilainen,University of Jyväskylä,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3078,FALSE
3071,JEH,2022,75,2,3,"Beyond the male breadwinner: Life-cycle living standards of intact and disrupted English working families, 1260–1850",,,,,,,,,,,,,,8,20,52,59,,530,560,116,Europe,3,Sara Horrell,London School of Economics,UK,Jane Humphries,All Souls College,UK,Jacob Weisdorf,Sapienza University of Rome,Italy,,,,,,,,,,,,,,,,,,,,,,,,,3079,FALSE
3072,JEH,2022,75,2,4,Colonizer identity and trade in Africa: Were the British more favourable to free trade?,,,,,,,,,,,,,,1,7,13,15,,561,578,87,Europe/Africa,1,Federico Tadei,University of Barcelona,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3080,FALSE
3073,JEH,2022,75,2,5,The politics of last resort lending and the Overend & Gurney crisis of 1866,,,,,,,,,,,,,,6,11,21,33,,579,600,75,Europe,1,Sabine Schneider,University of Oxford,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3081,FALSE
3074,JEH,2022,75,2,6,Becoming a central bank: The development of the Bank of England's private sector lending policies during the Restriction,,,,,,,,,,,,,,4,8,15,19,,601,632,120,Europe,1,Carolyn Sissoko,University of the West of England,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3082,FALSE
3075,JEH,2022,75,3,1,"The hidden wealth of English dynasties, 1892–2016",,,,,,,,,,,,,,2,12,23,30,,667,702,49,Europe,1,Neil Cummins,London School of Economics,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3083,FALSE
3076,JEH,2022,75,3,2,Early inventory management practices in the foreign exchange market: Insights from sixteenth-century Lyon,,,,,,,,,,,,,,0,3,8,8,,739,778,105,Europe,1,Nadia Matringe,London School of Economics,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3084,FALSE
3077,JEH,2022,75,3,3,Peer pressure: The puzzle of aristocrats’ tax compliance in early nineteenth-century Moscow,,,,,,,,,,,,,,5,8,12,10,,779,800,91,Europe,1,Elena Korchmina,University of Southern Denmark,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3085,FALSE
3078,JEH,2022,75,3,4,Business representation in an autocratic regime: Tariff policy and exchange committees in late Tsarist Russia,,,,,,,,,,,,,,0,1,3,4,,801,829,109,Europe,1,Marina Chuchko,Vienna University of Economics and Business,Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3086,FALSE
3079,JEH,2022,75,3,5,Large-scale Victorian manufacturers: Reconstructing the lost 1881 UK employer census,,,,,,,,,,,,,,1,3,8,7,,830,856,84,Europe,2,Leslie Hannah,London School of Economics,UK,Robert Bennet,Cambridge University,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,3087,FALSE
3080,JEH,2022,75,3,6,"Wiring China: The impact of telegraph construction on grain market integration in late imperial China, 1870–1911",,,,,,,,,,,,,,1,3,12,16,,857,880,112,Asia,3,Yu Hao,Peking University,China,Yuanzhe Li,Peking University,China,John V. C. Nye,George Mason University,USA,,,,,,,,,,,,,,,,,,,,,,,,,3088,FALSE
3081,JEH,2022,75,3,7,Analysing the actions of the rebels in the English Revolt of 1381: The case of Cambridgeshire,,,,,,,,,,,,,,0,2,5,7,,881,902,93,Europe,1,Mingjie Xu,Fudan University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3089,FALSE
3082,JEH,2022,75,3,8,Fringe banking and financialization: Pawnbroking in pre-famine and famine Ireland,,,,,,,,,,,,,,0,3,7,7,,903,931,81,Europe,2,Eoin McLaughlin,University College Cork,UK,Rowena Pecchenino,Maynooth University,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,3090,FALSE
3083,JEH,2022,75,3,9,English farmers’ wheat storage and sales in the late eighteenth and early nineteenth centuries,,,,,,,,,,,,,,0,3,6,10,,932,959,94,Europe,2,Liam Brunt,Norwegian School of Economics,Norway,Edmund Cannon,University of Bristol,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,3091,FALSE
3084,JEH,2022,75,3,10,Rethinking age heaping again for understanding its possibilities and limitations,,,,,,,,,,,,,,8,19,25,26,,960,971,80,Europe,3,Joerg Baten,University of Tübingen,Germany,Giacomo Benati,University of Tübingen,Germany,Sarah Ferber,University of Tübingen,Germany,,,,,,,,,,,,,,,,,,,,,,,,,3092,FALSE
3085,JEH,2022,75,3,11,"Age heaping and its discontents: A response to Baten, Benati, and Ferber",,,,,,,,,,,,,,0,2,11,10,,972,980,72,Europe,3,Brian A'Hearn,University of Oxford,UK,Alexi Delfino,Bocconi University,Italy,Alessandro Nuvolari,Sant’Anna School of Advanced Studies,Italy,,,,,,,,,,,,,,,,,,,,,,,,,3093,FALSE
3086,JEH,2022,75,4,1,"Cyberpunk Victoria: The credibility of computers and the first digital revolution, 1848–83",,,,,,,,,,,,,,3,4,5,8,,1083,1119,90,Europe,2,Marc Flandreau,University of Pennsylvania ,USA,Geoffroy Legentilhomme,University of Zurich,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,3094,FALSE
3087,JEH,2022,75,4,2,Financing the rebuilding of the City of London after the Great Fire of 1666,,,,,,,,,,,,,,6,8,10,10,,1120,1150,75,Europe,3,D'Maris Coffman,University College London,UK,Judy Z. Stephenson,University College London,UK,Nathan Sussman,Graduate School,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,3095,FALSE
3088,JEH,2022,75,4,3,Property and inequality: Housing dynamics in a nineteenth-century city,,,,,,,,,,,,,,0,1,4,7,,1151,1181,70,Europe,1,Richard Rodger,University of Edinburgh,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3096,FALSE
3089,JEH,2022,75,4,4,"Wool smuggling from England's eastern seaboard, c. 1337–45: An illicit economy in the late middle ages",,,,,,,,,,,,,,0,1,2,5,,1182,1213,102,Europe,1,Matt Raven,University of Nottingham,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3097,FALSE
3090,JEH,2022,75,4,5,Imperial preference before the Ottawa Agreements: Evidence from New Zealand's Preferential and Reciprocal Trade Act of 1903,,,,,,,,,,,,,,2,4,8,10,,1214,1241,123,Europe/North America/Oceania,1,Brian D. Varian,Newcastle University,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3098,FALSE
3091,JEH,2022,75,4,6,New evidence on wine in French international trade (1848–1913): Import discrimination as export quality promotion,,,,,,,,,,,,,,1,1,2,2,,1242,1269,113,Europe,3,Stéphane Becuwe,University of Bordeaux,France,Bertrand Blancheton,University of Bordeaux,France,Samuel Maveyraud,University of Bordeaux,France,,,,,,,,,,,,,,,,,,,,,,,,,3099,FALSE
3092,JEH,2022,75,4,7,"A new estimate of Chinese male occupational structure during 1734–1898 by sector, sub-sector pattern, and region",,,,,,,,,,,,,,0,4,8,11,,1270,1313,112,Asia,1,Cheng Yang,Renmin University of China,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100,FALSE
3093,JEH,2022,75,4,8,Wealth inequality in pre-industrial England: A long-term view (late thirteenth to sixteenth centuries),,,,,,,,,,,,,,2,6,21,29,,1314,1348,102,Europe,2,Guido Alfani,Bocconi University,Italy,Hector García Montero,Public University of Navarre,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,3101,FALSE
3094,JEH,2022,75,4,9,"Evolving gaps: Occupational structure in southern and northern Italy, 1400–1861",,,,,,,,,,,,,,0,7,19,28,,1349,1378,79,Europe,2,David Chilosi,King's College London,UK,Carlo Ciccarelli,University of Rome Tor Vergata,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,3102,FALSE
3095,Explorations,2022,83,1,1,"Economic growth in Sub-Saharan Africa, 1885–2008: Evidence from eight countries",,,,,,,,,,,,,,10,19,52,58,,,,79,Africa,2,Stephen Broadberry,"Nuffield College, Oxford",UK,Leigh Gardner,London School of Economics,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,3103,FALSE
3096,Explorations,2022,83,1,2,Economically relevant human capital or multi-purpose consumption good? Book ownership in pre-modern Württemberg,,,,,,,,,,,,,,3,6,11,14,,,,111,Europe,3,Sheilagh Ogilvie,University of Oxford,UK,Jeremy Edwards,University of Cambridge,UK,Markus Küpker ,University of Cambridge,UK,,,,,,,,,,,,,,,,,,,,,,,,,3104,FALSE
3097,Explorations,2022,83,1,3,"Patterns of specialization and economic complexity through the lens of universal exhibitions, 1855-1900",,,,,,,,,,,,,,10,16,25,35,,,,103,Europe,1,Giacomo Domini,University of Siena,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3105,FALSE
3098,Explorations,2022,83,1,4,"Value creating mergers: British bank consolidation, 1885–1925",,,,,,,,,,,,,,2,5,13,13,,,,61,Europe,3,Fabio Braggion,Tilburg University,Netherlands,Narly Dwarkasing ,Erasmus University,Netherlands,Lyndon Moore,Monash University,Australia,,,,,,,,,,,,,,,,,,,,,,,,,3106,FALSE
3099,Explorations,2022,83,1,5,Social democracy and the decline of strikes,,,,,,,,,,,,,,4,7,8,16,,,,43,Europe,3,Jakob Molinder,Lund University,Sweden,Tobias Karlsson,Lund University,Sweden,Kerstin Enflo,Lund University,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,3107,FALSE
3100,Explorations,2022,83,1,6,Unregulated and regulated free banking: Evidence from the case of Switzerland (1826–1907),,,,,,,,,,,,,,4,6,8,7,,,,89,Europe,1,Nils Herger,Study Center Gerzensee,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3108,FALSE
3101,Explorations,2022,84,1,1,"Church politics, sectarianism, and judicial terror: The Scottish witch-hunt, 1563 - 173",,,,,,,,,,,,,,5,8,12,15,,,,87,Europe,2,Parashar Kulkarni ,Yale-NUS College,Singapore,Steven Pfaff,University of Washington,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,3109,FALSE
3102,Explorations,2022,84,1,2,"Estimating warfare-related civilian mortality in the early modern period: Evidence from the Low Countries, 1620–99",,,,,,,,,,,,,,1,3,6,14,,,,114,Europe,2,Bram van Besouw,Erasmus University,Netherlands,Daniel R. Curtis,Erasmus University,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,3110,FALSE
3103,Explorations,2022,84,1,3,Estimates of employment gains attributable to beer legalization in spring 1933,,,,,,,,,,,,,,2,6,10,13,,,,78,Europe,4,Eline Poelmans,KU Leuven,Belgium,Jason E. Taylor,Central Michigan University,USA,Samel Raisanen,Central Michigan University,USA,Andrew C. Holt,University of Pittsburg,USA,,,,,,,,,,,,,,,,,,,,,,3111,FALSE
3104,Explorations,2022,84,1,4,Democratic constraints and adherence to the classical gold standard,,,,,,,,,,,,,,0,1,3,5,,,,67,Europe,2,Bert S. Kramer,CPB Netherlands Bureau for Economic Policy Analysis,Netherlands,Peteros Milionis,University of Groningen,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,3112,FALSE
3105,Explorations,2022,84,1,5,Arresting the Sword of Damocles: The transition to the post-Malthusian era in Denmark,,,,,,,,,,,,,,1,5,9,9,,,,85,Europe,4,Peter Sandholt Jansen,Linnaeus University,Sweden,Maja Uhre Pedersen,University of Southern Denmark,Denmark,Cristina Victoria Radu,University of Southern Denmark,Denmark,Paul Richard Sharp,University of Southern Denmark,Denmark,,,,,,,,,,,,,,,,,,,,,,3113,FALSE
3106,Explorations,2022,84,1,6,Who donates to revolutionaries? Evidence from post-1916 Ireland,,,,,,,,,,,,,,0,1,3,4,,,,63,Europe,1,Enda Patrick Hargaden,University of Tennessee,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3114,FALSE
3107,Explorations,2022,85,1,1,"A history of aggregate demand and supply shocks for the United Kingdom, 1900 to 2016",,,,,,,,,,,,,,0,9,18,20,,,,84,Europe,2,Robert Calvert Jump,University of Greenwich,UK,Karsten Kohler,Leeds University,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,3115,FALSE
3108,Explorations,2022,85,1,2,US immigrants’ secondary migration and geographic assimilation during the Age of Mass Migration,,,,,,,,,,,,,,1,4,8,9,,,,95,North America,1,Ariell Zimran,Vanderbilt University,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3116,FALSE
3109,Explorations,2022,85,1,3,"Democracy, autocracy, and sovereign debt: How polity influenced country risk on the peripheries of the global economy, 1870–1913",,,,,,,,,,,,,,1,4,12,16,,,,128,Global,2,Ali  Coşkun Tunçer,University College London,UK,Leonardo Weller,São Paulo School of Economics,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,3117,FALSE
3110,Explorations,2022,85,1,4,"Political centralization, career incentives, and local economic growth in Edo Japan",,,,,,,,,,,,,,2,5,15,20,,,,83,Asia,2,Austin M. Mitchell,Tohoku University,Japan,Weiwen Yin ,University of Maca,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,3118,FALSE
3111,Explorations,2022,85,1,5,Escape underway: Malthusian pressures in late imperial Moscow,,,,,,,,,,,,,,1,4,5,6,,,,61,Europe,3,Vadim Kufenko,University of Hohenheim,Germany,Ekaterina Khaustova,Arizona State University,USA,Vincent Geloso,George Mason University,USA,,,,,,,,,,,,,,,,,,,,,,,,,3119,FALSE
3112,Explorations,2022,85,1,6,Erratum to “Predictors of bank distress: The 1907 crisis in Sweden” [Explorations in Economic History 80 (2021) 101380],,,,,,,,,,,,,,0,0,0,0,,,,119,Europe,3,Anna Grodecka-Messi,Lund University,Sweden,Seán Kenny,Knut Wicksell Centre for Financial Studies,Sweden,Anders Ögren,Lund University,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,3120,FALSE
3113,Explorations,2022,86,1,1,"Persecution, pogroms and genocide: A conceptual framework and new evidence",,,,,,,,,,,,,,3,9,19,28,,,,74,Europe,3,Sascha O. Becker,Monash University,Australia,Sharun Mukand,University of Warwick,UK,Ivan Yotzov,University of Warwick,UK,,,,,,,,,,,,,,,,,,,,,,,,,3121,FALSE
3114,Explorations,2022,86,1,2,"Globalization and the spread of industrialization in Canada, 1871–1891",,,,,,,,,,,,,,1,4,8,11,,,,70,North America,2,Taylor Jaworski,University of Colorado,USA,Ian Keay,Queen's University,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,3122,FALSE
3115,Explorations,2022,86,1,3,"War, pandemics, and modern economic growth in Europe",,,,,,,,,,,,,,1,4,16,26,,,,52,Europe,2,Leandro Prados de la Escosura,Universidad Carlos III de Madrid,Spain,C. Vladimir Rodríguez-Caballero,Aarhus University,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,3123,FALSE
3116,Explorations,2022,86,1,4,Sweet diversity: Colonial goods and the welfare gains from global trade after 1492,,,,,,,,,,,,,,2,6,9,12,,,,82,Europe,2,Jonathan Hersh,Chapman University,USA,Hans-Joachim Voth,University of Zurich,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,3124,FALSE
3117,Explorations,2022,86,1,5,The mortality risk of being overweight in the twentieth century: Evidence from two cohorts of New Zealand men,,,,,,,,,,,,,,0,3,4,5,,,,109,Oceania,3,Kris Inwood,University of Guelph,Canada,Les Oxley,University of Waikato,New Zealand,Evan Roberts,University of Minnesota,USA,,,,,,,,,,,,,,,,,,,,,,,,,3125,FALSE
3118,JEH,2022,82,1,1,La “Doña” è Mobile: The Role of Women in Social Mobility in a Pre-Modern Economy,,,,,,,,,,,,,,1,5,12,14,,1,41,80,Europe,3,José-Antonio Espín-Sánchez,Yale University,USA,Salvador Gil-Guirado,Unversidad de Murcia,Spain,Chris Vickers,Auburn University,USA,,,,,,,,,,,,,,,,,,,,,,,,,3126,FALSE
3119,JEH,2022,82,1,2,Against the Grain: Spanish Trade Policy in the Interwar Years,,,,,,,,,,,,,,1,4,6,9,,42,86,61,Europe,2,Concepción Betrán,Universitat de València,Spain,Michael Huberman,Université de Montréal,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,3127,FALSE
3120,JEH,2022,82,1,3,"Economic Inequality in Preindustrial Germany, ca. 1300–1850",,,,,,,,,,,,,,0,53,84,107,,87,125,59,Europe,3,Guido Alfani,Bocconi University,Italy,Victoria Gierok,London School of Economics and Political Science,UK,Felix Schaff,Oxford University,UK,,,,,,,,,,,,,,,,,,,,,,,,,3128,FALSE
3121,JEH,2022,82,1,4,"Displacement, Diversity, and Mobility: Career Impacts of Japanese American Internment",,,,,,,,,,,,,,7,9,16,25,,126,174,85,Asia,1,Jaime Arellano-Bove,University of Rome Tor Vergata,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3129,FALSE
3122,JEH,2022,82,1,5,"Interest Rates, Sanitation Infrastructure, and Mortality Decline in Nineteenth-Century England and Wales",,,,,,,,,,,,,,2,6,12,12,,175,210,104,Europe,1,Jonathan Chapman,New York University Abu Dhabi,UAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3130,FALSE
3123,JEH,2022,82,1,6,"The Demographic Effects of Colonialism: Forced Labor and Mortality in Java, 1834–1879",,,,,,,,,,,,,,7,12,22,32,,211,249,85,Asia,3,Pim De Zwart,Wageningen University,Netherlands,Daniel Gallardo-Albarrán,Wageningen University,Netherlands,Auke Rijpma,Utrecht University,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,3131,FALSE
3124,JEH,2022,82,1,7,The Long Shadow of Slavery: The Persistence of Slave Owners in Southern Lawmaking,,,,,,,,,,,,,,5,10,17,23,,250,283,81,North America,3,Luna Bellani,University of Konstanz,Germany,Anselm Hager,Humboldt University,Germany,Stephan E. Maure,University of Konstanz,Germany,,,,,,,,,,,,,,,,,,,,,,,,,3132,FALSE
3125,JEH,2022,82,1,8,What Happened to the U.S. Economy during the 1918 Influenza Pandemic? A View Through High-Frequency Data,,,,,,,,,,,,,,109,133,144,152,,284,326,104,North America,1,François R. Velde,Federal Reserve Bank of Chicago,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3133,FALSE
3126,JEH,2022,82,2,1,"An Alternative Institutional Approach to Rules, Organizations, and Development",,,,,,,,,,,,,,5,6,13,19,,335,367,78,Global,1,John Joseph Wallis,University of Maryland,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3134,FALSE
3127,JEH,2022,82,2,2,"The Labor-Intensive Path: Wages, Incomes, and the Work Year in Japan, 1610–18",,,,,,,,,,,,,,6,11,19,25,,368,402,77,Asia,1,Yuzuru Kumon,Université Toulouse 1 Capitole,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3135,FALSE
3128,JEH,2022,82,2,3,How the International Slave Trades Underdeveloped Africa,,,,,,,,,,,,,,1,3,11,18,,403,441,56,Africa,1,Warren Whatley,University of Michigan,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3136,FALSE
3129,JEH,2022,82,2,4,"Asia’s Silver Absorption through the Triangular Settlement System, 1846–1870",,,,,,,,,,,,,,1,2,4,6,,442,479,76,Asia,1,Atsushi Kobayash,Kyoto University,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3137,FALSE
3130,JEH,2022,82,2,5,Financial Developments in London in the Seventeenth Century: The Financial Revolution Revisited,,,,,,,,,,,,,,3,9,13,14,,480,515,95,Europe,1,Nathan Sussman,Graduate Institute of International and Development Studies,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3138,FALSE
3131,JEH,2022,82,2,6,"Indigenous Nations and the Development of the U.S. Economy: Land, Resources, and Dispossession",,,,,,,,,,,,,,9,20,41,53,,516,555,94,North America,3,Ann M. Carlos,University of Colorado Boulder,USA,Donna L. Feir,University of Victoria,Canada,Angela Redish,University of British Columbia,Canada,,,,,,,,,,,,,,,,,,,,,,,,,3139,FALSE
